title,title_matched,authors,authors_matched,date,date_matched,isbn,isbn_matched,pages,pages_matched,description,description_matched,publisher,publisher_matched,keywords,keywords_matched,binding,barcode,value,status,image,percent,source
The Transcendental Temptation: A Critique of Religion and the Paranormal,The Transcendental Temptation,Paul Kurtz,Paul Kurtz,1990,1986,0879756454,"0879756454, 9780879756451",500,0,,No Marketing Blurb,Prometheis Books,,Humanism,Occultism,Paperback,101887,,Lending,http://books.google.com/books/content?id=dJ0OAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
The Transcendental Temptation: A Critique of Religion and the Paranormal,The Transcendental Temptation,Paul Kurtz,Paul Kurtz,1986,1986,0879753625,"UOM:39015011729384, 0879753625",500,524,,"""In this higly acclaimed and controversial book, Paul Kurtz critically analyses the bases of religion: How provable are the claims of the famous prophets who found religions in their names, Jesus, Moses, Mohammed, Jpseph Smith, Ellen G. White and others?",Prometheis Books,,Humanism,"Body, Mind & Spirit",Hardback,101889,,Reference,http://books.google.com/books/content?id=h5LXAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Building a World Community: Humanism in the 21st Century,Building a World Community,Paul (ed) Kurtz,Levi Fragell,1988,1989,0879755385,"UOM:39015018516479, 0879755385",362,376,,"Is it possible to build a world community for the next century that avoids economic upheaval, war, ecological devastation, and racial and religious enmity? Can mankind develop a new global ethic? These and other questions were addressed by international leaders during the Tenth Humanist World Congress. Building a World Community is an engrossing compilation of the papers delivered at the Congress. More than fifty notable speakers are represented. Each provides a unique vision of the future as we stand poised at the brink of the twenty-first century. The compelling message of these statements is one of hope: That the changes now transforming society can provide unparallelled means to improve human life and the opportunity to usher in an era of vast and impressive achievement.",Prometheis Books,,Humanism,Philosophy,Hardback,101888,,Lending,http://books.google.com/books/content?id=FqfXAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Humanist Manifesto 2000,Humanist Manifesto 2000,Paul (Ed) Kurtz,Paul Kurtz,2000,2000,157392783X,"UOM:39015048856515, 157392783X",76,86,,"Drafted with the help of a 12-person committee, this manifesto promotes a humanistic ethics based on reason and a planetary bill of rights and responsibilities. It proposes a new global agenda, stresses the need for international institutions, and concludes on a note of optimism about the human prospect.",Prometheis Books,,Humanist Manifesto,"Body, Mind & Spirit",Paperback,101879,25,Lending,http://books.google.com/books/content?id=8fnWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Humanist Manifesto 2000,Humanist Manifesto 2000,Paul (Ed) Kurtz,Paul Kurtz,2000,2000,157392783X,"UOM:39015048856515, 157392783X",76,86,,"Drafted with the help of a 12-person committee, this manifesto promotes a humanistic ethics based on reason and a planetary bill of rights and responsibilities. It proposes a new global agenda, stresses the need for international institutions, and concludes on a note of optimism about the human prospect.",Prometheis Books,,Humanist Manifesto,"Body, Mind & Spirit",Paperback,102626,25,Reference,http://books.google.com/books/content?id=8fnWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Science and Religion: Are they Compatible?,Science and Religion,Paul (ed) Kurtz,Paul Kurtz,2003,2003,1591020646,"1591020646, 9781591020646",NaN,370,,"In this stimulating collection of articles, contributors discuss the Big Bang and the origin of the universe, the nature of the ""soul, "" near-death experiences, and spiritualism.",Prometheus Books,,Science / Religion,Philosophy,,103289,,Lending,http://books.google.com/books/content?id=xylGycZc0iAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Science and Religion: Are they Compatible?,Science and Religion,Paul (ed) Kurtz,Paul Kurtz,2003,2003,1591020646,"1591020646, 9781591020646",NaN,370,,"In this stimulating collection of articles, contributors discuss the Big Bang and the origin of the universe, the nature of the ""soul, "" near-death experiences, and spiritualism.",Prometheus Books,,Science / Religion,Philosophy,,100478,,Reference,http://books.google.com/books/content?id=xylGycZc0iAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
What is God?: Selected Essays of Richard R. La Croix,What is God?,Richard R. La Croix,Richard R. La Croix,1993,1993,0879757396,"UOM:39015029897835, 0879757396",200,210,,"Three previously unpublished essays are among the 21, the others having been published 1972-90. Philosopher of religion La Croix muses over some of enduring theological questions such as whether God is fair, omnipotent, all-knowing, very nice, or at all. No index. Annotation copyright by Book News, Inc., Portland, OR",Prometheis Books,,God,Philosophy,Hardback,102605,,Lending,http://books.google.com/books/content?id=gs_YAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Man A Machine and Man A Plant,"Man a machine ; and, Man a plant",Julien O. de La Mettrie,Julien Offray de La Mettrie,1994,1994,0872201945,0872201945,92,92,,,Hackett Publishing,Hackett Pub. Co.,Materialism,,Paperback,101890,7.95,Lending,https://covers.openlibrary.org/b/id/662216-S.jpg,101,ISBN
The Year 1000,Year 1000,Danny Robert & Danziger Lacey,"Robert Lacey         ",1999,"September 25, 2003",0349113068,0349113068,230,240,,,Abacus,ABACUS (LITT),History / Europe,,Paperback,101184,16,Lending,https://covers.openlibrary.org/b/id/2405872-S.jpg,101,ISBN
Private Matter: RU486 & the Abortion Crisis,A private matter,Lawrence Lader,Lawrence Lader,1995,1995,1573920126,1573920126,254,254,,RU 486 and the abortion crisis,Prometheis Books,Prometheus Books,Abortion,,Hardback,103300,,Lending,https://covers.openlibrary.org/b/id/1924033-S.jpg,101,ISBN
Who's who in New Zealand,Who's Who in New Zealand - Twelfth Edition,Max Lambert,Max Lambert,1991,"Mar 25, 1991",0790001306,0790001306,,,Twelfth Edition,,Reed,Reed,New Zealand,,,101901,,Lending,https://covers.openlibrary.org/b/id/8462565-S.jpg,101,ISBN
"Beethoven: His life, work and world",Beethoven,H.C. Robbins Landon,Howard Chandler Robbins Landon,1992,1992-01,0500015406,"0500015406, 9780500015407",,248,,,Thames & Hudson,Thames & Hudson,Biographies,Composers,,102931,,Lending,http://books.google.com/books/content?id=Pus5SwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
The Man who invented the third reich,The Man who Invented the Third Reich,Stan Lauryssens,Stan Lauryssens,1999,1999,0750918667,"UOM:39015048529617, 0750918667",,192,The Life and times of Arthur Moeller Van Den Bruck,"A prolific writer, historian, critic, translator and publisher, Arthur Moeller van den Bruck was the quintessential Bohemian fin-de-siecle artist. In the turbulent years which followed the end of World War I, he became politically active and was soon considered to be the leader of the young conservative revolutionaries in Weimar Germany.",Sutton Publishing,,History/Biography,Biography & Autobiography,,104265,,Lending,http://books.google.com/books/content?id=sftnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Fantasy of Man A: Complete Works 1901-1922,A Fantasy of Man,Henry Lawson,Henry Lawson,1936,1984,0701818492,"0701818492, 9780701818494",,1011,Australian History,,landsdowne Press Australia,,Sociology,Australia,,104799,,Lending,,101,ISBN
Odyssey on the sea of faith: the life and writings of Don Cupitt,Odyssey on the Sea of Faith,Nigel Leaves,Nigel Leaves,2004,2004,0944344623,"0944344623, 9780944344620",,0,,"Maps the ways in which the ideas of Cupitt have developed, evolved, and changed--from mildly evangelical to liberal, to leading exponent of the view that there is not God out there and that we must create new religious ways of being.",Polebridge press,,Religion,Anglican Communion,,104798,,Lending,http://books.google.com/books/content?id=csgIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Origins Reconsidered: In Search of What makes Us Human,Origins Reconsidered,Roger E.Richard & Lewin Leakey,"Richard E. Leakey, Richard Leakey, Roger Lewin",1992,1992,0316902985,"0316902985, 9780316902984",375,375,,"An account of Richard Leakey's search for not only human origins, but also the origin of humanity. Since writing Origins in 1978, he has shifted his studies from the eastern to the western shore of Lake Turkana in Kenya. Richard Leakey also wrote People of the Lake and The Making of Mankind.","Litle, Brown, and Company",Little Brown GBR,Anthropology,"Africa, East",Paperback,102397,14,Lending,,101,ISBN
The Making of Mankind,The Making of Mankind,Richard E Leakey,"Richard E. Leakey, British Broadcasting Corporation. Television Service, Time-Life Films",1981,1983*,0718119312,"OCLC:41724090, 0718119312",256,,,,Michael Joseph,,Anthropology,Human evolution,Hardback,104265,,Lending,,101,ISBN
One Life: Richard Leakey,One Life,Richard E Leakey,Richard E. Leakey,1983,1983,071812247X,"UOM:39015008262225, 071812247X",207,260,,Autobiografie van de amateurpaleontoloog die zijn vader opvolgde als leider van het team dat in Oost-Afrika naar de oudste menselijke resten speurde.,Michael Joseph,Michael Joseph,Anthropology,Science,Hardback,101938,,Lending,http://books.google.com/books/content?id=MiaAAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Origins Reconsidered: In Search of What Makes Us Human,Origins Reconsidered,Roger Richard E & Lewin Leakey,"Richard E. Leakey, Richard Leakey, Roger Lewin",1992,1992,0316902985,"0316902985, 9780316902984",375,375,,"An account of Richard Leakey's search for not only human origins, but also the origin of humanity. Since writing Origins in 1978, he has shifted his studies from the eastern to the western shore of Lake Turkana in Kenya. Richard Leakey also wrote People of the Lake and The Making of Mankind.","Little, Brown and Co",Little Brown GBR,Anthropology,"Africa, East",Hardback,101937,,Lending,,101,ISBN
The Book Your Church Doesn't Want You to Read,The book your church doesn't want you to read,Tim (Ed.) Leedom,,1993,1993,0840389086,0840389086,446,446,,,Kendall/Hunt,Kendall/Hunt Pub.,Christianity,,Paperback,101778,39.95,Lending,https://covers.openlibrary.org/b/id/637854-S.jpg,101,ISBN
The Oxford Companion to Australian Children's Literature,The Oxford Companion to Australian Children's Literature,"Stella Lees, Macintyre Pam","Stella Lees, Pam Macintyre",1993,1993-01-01,0195535928,"0195535928, 9780195535921",,485,,,Oxford University Press,,Literature/Children,"Authors, Australian",,101185,,Lending,,101,ISBN
The Jesus Report: The Rabbi J. revealed by the Dead Sea Scrolls,The Jesus report,Johannes Lehmann,Johannes Lehmann,1971,1972,0285620223,0285620223,,176,Translated by Michael Heron,,Souvenir Press,Souvenir Press,Christianity,,,101949,,Lending,,101,ISBN
Mesopotamia: The Invention of the City,Mesopotamia,Gwendolyn Leick,Gwendolyn Leick,2001,2003-06-24,0140265740,"9780140265743, 0140265740",,0,,"Situated in an area roughly corresponding to present-day Iraq, Mesopotamia is one of the great, ancient civilizations, though it is still relatively unknown. Yet, over 7,000 years ago in Mesopotamia, the very first cities were created. This is the first book to reveal how life was lived in ten Mesopotamian cities: from Eridu, the Mesopotamian Eden, to that potent symbol of decadence, Babylon - the first true metropolis: multicultural, multi-ethnic, the last centre of a dying civilization.",Penguin Books,Penguin,History,History,,106285,,Lending,http://books.google.com/books/content?id=oIVPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,101,ISBN
Fire and Blood,Fire and blood,David Leppard,David Leppard,1993,1993,1857021665,1857021665,181,181,,the true story of David Koresh and the Waco siege.,Fourth Estate,Fourth Estate,Cults / Waco,,Paperback,103304,,Lending,,101,ISBN
